model_name,ics,ics_precision,ics_recall,ips,qs_global,qs_best,lddt,tmscore_mmalign,rmsd,dockq_wave,tmscore_usalign,tmscore_usalign_aligned
H1236TS331_3.pdb,0.365,0.375,0.356,0.817,0.342,0.35,0.795,0.739,15.87,0.322,0.72056,0.72056
H1236TS319_4.pdb,0.358,0.371,0.347,0.805,0.395,0.404,0.799,0.739,16.525,0.3,0.71785,0.71785
H1236TS051_3.pdb,0.365,0.375,0.356,0.817,0.342,0.35,0.795,0.739,15.87,0.322,0.72056,0.72056
H1236TS345_3.pdb,0.365,0.375,0.356,0.817,0.342,0.35,0.795,0.739,15.87,0.322,0.72056,0.72056
H1236TS425_3.pdb,0.365,0.375,0.356,0.817,0.342,0.35,0.795,0.739,15.87,0.322,0.72056,0.72056
H1236TS298_3.pdb,0.436,0.492,0.391,0.851,0.42,0.425,0.791,0.739,15.587,0.328,0.71879,0.71879
H1236TS319_3.pdb,0.365,0.375,0.356,0.817,0.342,0.35,0.795,0.739,15.87,0.322,0.72056,0.72056
H1236TS423_3.pdb,0.436,0.492,0.391,0.851,0.42,0.425,0.791,0.739,15.587,0.328,0.71879,0.71879
H1236TS218_4.pdb,0.367,0.392,0.345,0.742,0.356,0.358,0.802,0.739,16.483,0.274,0.7164,0.7164
H1236TS345_4.pdb,0.358,0.371,0.347,0.805,0.395,0.404,0.799,0.739,16.525,0.3,0.71785,0.71785
H1236TS241_3.pdb,0.36,0.388,0.337,0.75,0.348,0.353,0.78,0.738,16.374,0.287,0.71522,0.71522
H1236TS272_5.pdb,0.381,0.378,0.384,0.782,0.355,0.363,0.814,0.738,16.208,0.309,0.71738,0.71738
H1236TS304_2.pdb,0.355,0.362,0.348,0.754,0.346,0.347,0.784,0.738,16.259,0.276,0.7182,0.7182
H1236TS287_3.pdb,0.452,0.492,0.418,0.86,0.449,0.456,0.814,0.737,15.653,0.361,0.7213,0.7213
H1236TS008_3.pdb,0.352,0.377,0.33,0.728,0.358,0.362,0.763,0.736,16.913,0.259,0.71295,0.71295
H1236TS267_4.pdb,0.596,0.6,0.591,0.876,0.549,0.563,0.793,0.735,15.468,0.565,0.69762,0.69762
H1236TS085_5.pdb,0.392,0.484,0.33,0.786,0.371,0.373,0.779,0.735,19.512,0.288,0.71901,0.71901
H1236TS272_4.pdb,0.345,0.326,0.367,0.787,0.341,0.346,0.801,0.735,16.363,0.285,0.71647,0.71647
H1236TS465_4.pdb,0.399,0.435,0.368,0.792,0.385,0.388,0.721,0.734,16.477,0.266,0.69987,0.69987
H1236TS304_5.pdb,0.378,0.507,0.302,0.757,0.426,0.427,0.799,0.732,16.399,0.277,0.72179,0.72179
H1236TS489_3.pdb,0.402,0.546,0.318,0.763,0.389,0.397,0.793,0.732,16.268,0.28,0.71634,0.71634
H1236TS085_1.pdb,0.327,0.364,0.297,0.798,0.374,0.379,0.656,0.731,19.834,0.271,0.71246,0.71246
H1236TS311_5.pdb,0.392,0.501,0.321,0.777,0.38,0.39,0.789,0.726,16.2,0.307,0.72019,0.72019
H1236TS287_2.pdb,0.402,0.43,0.378,0.833,0.375,0.384,0.814,0.726,16.19,0.351,0.71585,0.71585
H1236TS287_4.pdb,0.418,0.468,0.378,0.858,0.434,0.442,0.816,0.726,16.258,0.33,0.7165,0.7165
H1236TS287_1.pdb,0.428,0.448,0.409,0.866,0.423,0.435,0.816,0.726,15.996,0.366,0.71843,0.71843
H1236TS204_4.pdb,0.418,0.478,0.371,0.855,0.446,0.452,0.798,0.725,15.913,0.316,0.71886,0.71886
H1236TS219_5.pdb,0.431,0.473,0.397,0.87,0.413,0.417,0.772,0.724,16.28,0.329,0.72135,0.72135
H1236TS322_5.pdb,0.431,0.473,0.397,0.87,0.413,0.417,0.772,0.724,16.28,0.329,0.72135,0.72135
H1236TS298_5.pdb,0.495,0.554,0.448,0.841,0.504,0.508,0.772,0.722,15.433,0.358,0.71552,0.71552
H1236TS423_5.pdb,0.495,0.554,0.448,0.841,0.504,0.508,0.772,0.722,15.433,0.358,0.71552,0.71552
H1236TS059_3.pdb,0.11,0.169,0.081,0.579,0.114,0.114,0.639,0.721,15.448,0.076,0.73092,0.73092
H1236TS167_5.pdb,0.407,0.462,0.364,0.828,0.415,0.419,0.799,0.717,16.017,0.31,0.71813,0.71813
H1236TS450_5.pdb,0.407,0.462,0.364,0.828,0.415,0.419,0.799,0.717,16.017,0.31,0.71813,0.71813
H1236TS015_1.pdb,0.059,0.04,0.115,0.601,0.077,0.077,0.55,0.717,19.364,0.147,0.70147,0.7106
H1236TS294_4.pdb,0.455,0.516,0.407,0.872,0.46,0.464,0.791,0.716,16.027,0.345,0.71837,0.71837
H1236TS221_1.pdb,0.359,0.381,0.339,0.797,0.378,0.389,0.737,0.711,16.716,0.327,0.70064,0.70064
H1236TS304_4.pdb,0.37,0.482,0.301,0.74,0.358,0.363,0.79,0.707,16.031,0.274,0.71203,0.71203
H1236TS294_5.pdb,0.378,0.432,0.337,0.818,0.371,0.376,0.796,0.704,16.556,0.298,0.71163,0.71163
H1236TS311_3.pdb,0.406,0.5,0.342,0.79,0.417,0.42,0.793,0.703,19.721,0.295,0.71532,0.71532
H1236TS465_1.pdb,0.135,0.384,0.082,0.379,0.141,0.142,0.653,0.698,14.659,0.108,0.71092,0.71092
H1236TS208_3.pdb,0.352,0.38,0.327,0.758,0.344,0.35,0.79,0.694,20.491,0.263,0.71639,0.71639
H1236TS219_3.pdb,0.458,0.544,0.395,0.706,0.408,0.411,0.636,0.684,16.45,0.21,0.62248,0.62248
H1236TS322_3.pdb,0.458,0.544,0.395,0.706,0.408,0.411,0.636,0.684,16.45,0.21,0.62248,0.62248
H1236TS117_2.pdb,0.467,0.636,0.369,0.646,0.423,0.425,0.714,0.678,16.282,0.197,0.62808,0.62808
H1236TS423_4.pdb,0.306,0.3,0.312,0.635,0.262,0.264,0.697,0.668,16.985,0.177,0.6381,0.6381
H1236TS298_4.pdb,0.306,0.3,0.312,0.635,0.262,0.264,0.697,0.668,16.985,0.177,0.6381,0.6381
H1236TS015_2.pdb,0.257,0.417,0.186,0.442,0.326,0.326,0.668,0.65,18.585,0.132,0.61762,0.61762
H1236TS419_5.pdb,0.369,0.421,0.328,0.705,0.362,0.366,0.675,0.622,17.223,0.202,0.5852,0.5852
H1236TS117_1.pdb,0.46,0.572,0.384,0.591,0.413,0.415,0.707,0.613,17.424,0.202,0.56671,0.56671
H1236TS117_4.pdb,0.479,0.663,0.375,0.589,0.458,0.461,0.747,0.564,18.324,0.213,0.51889,0.51889
H1236TS312_4.pdb,0.479,0.609,0.395,0.613,0.424,0.425,0.717,0.541,19.133,0.205,0.49219,0.4846
H1236TS322_2.pdb,0.479,0.609,0.395,0.613,0.424,0.425,0.717,0.541,19.133,0.205,0.49219,0.4846
H1236TS219_2.pdb,0.479,0.609,0.395,0.613,0.424,0.425,0.717,0.541,19.133,0.205,0.49219,0.4846
H1236TS148_5.pdb,0.479,0.609,0.395,0.613,0.424,0.425,0.717,0.541,19.133,0.205,0.49219,0.4846
H1236TS267_3.pdb,0.574,0.619,0.535,0.733,0.495,0.51,0.801,0.518,38.063,0.494,0.4815,0.4815
H1236TS164_1.pdb,0.331,0.475,0.254,0.522,0.278,0.283,0.652,0.462,24.88,0.215,0.50688,0.50688
H1236TS369_2.pdb,0.299,0.529,0.208,0.401,0.269,0.269,0.709,0.442,27.357,0.189,0.47662,0.47662
H1236TS171_1.pdb,0.299,0.529,0.208,0.401,0.269,0.269,0.709,0.442,27.357,0.189,0.47662,0.47662
H1236TS145_2.pdb,0.299,0.529,0.208,0.401,0.269,0.269,0.709,0.442,27.357,0.189,0.47662,0.47662
H1236TS023_4.pdb,0.299,0.529,0.208,0.401,0.269,0.269,0.709,0.442,27.357,0.189,0.47662,0.47662
H1236TS388_2.pdb,0.301,0.481,0.219,0.411,0.264,0.27,0.699,0.435,27.142,0.201,0.46826,0.46826
H1236TS261_3.pdb,0.265,0.28,0.251,0.423,0.222,0.226,0.661,0.431,25.938,0.218,0.45184,0.45184
H1236TS139_5.pdb,0.302,0.527,0.212,0.413,0.265,0.271,0.645,0.426,28.067,0.194,0.45547,0.45547
H1236TS139_2.pdb,0.311,0.516,0.223,0.412,0.264,0.269,0.641,0.42,28.091,0.199,0.45386,0.45386
H1236TS196_5.pdb,0.252,0.315,0.21,0.438,0.238,0.238,0.623,0.418,30.575,0.135,0.39523,0.39523
H1236TS164_2.pdb,0.344,0.527,0.255,0.567,0.29,0.296,0.654,0.417,40.857,0.216,0.4013,0.4013
H1236TS261_1.pdb,0.225,0.244,0.209,0.412,0.201,0.204,0.657,0.416,25.608,0.196,0.44069,0.44069
H1236TS261_4.pdb,0.261,0.275,0.248,0.432,0.232,0.235,0.662,0.414,26.093,0.223,0.44633,0.44633
H1236TS059_2.pdb,0.203,0.359,0.142,0.385,0.17,0.187,0.489,0.407,32.066,0.135,0.42875,0.42875
H1236TS196_3.pdb,0.186,0.219,0.162,0.478,0.249,0.249,0.563,0.403,30.541,0.121,0.3487,0.3487
H1236TS388_1.pdb,0.033,0.04,0.028,0.414,0.027,0.028,0.541,0.38,24.572,0.026,0.31341,0.31341
H1236TS139_4.pdb,0.028,0.039,0.021,0.396,0.03,0.03,0.477,0.375,24.191,0.024,0.30047,0.30047
H1236TS139_1.pdb,0.036,0.05,0.028,0.396,0.03,0.03,0.473,0.371,24.328,0.026,0.29973,0.29973
H1236TS164_3.pdb,0.326,0.485,0.245,0.55,0.275,0.281,0.652,0.369,41.368,0.212,0.33529,0.33529
H1236TS117_5.pdb,0.181,0.257,0.14,0.331,0.209,0.209,0.679,0.354,33.024,0.104,0.32873,0.32873
H1236TS388_3.pdb,0.415,0.496,0.357,0.515,0.369,0.37,0.679,0.337,30.393,0.355,0.34411,0.34411
H1236TS221_3.pdb,0.325,0.425,0.263,0.556,0.303,0.306,0.607,0.334,30.465,0.152,0.32307,0.32307
H1236TS198_1.pdb,0.35,0.435,0.292,0.592,0.323,0.331,0.699,0.331,31.342,0.227,0.34797,0.32764
H1236TS023_3.pdb,0.284,0.341,0.243,0.48,0.244,0.248,0.669,0.327,31.192,0.208,0.32396,0.32396
H1236TS145_1.pdb,0.284,0.341,0.243,0.48,0.244,0.248,0.669,0.327,31.192,0.208,0.32396,0.32396
H1236TS369_1.pdb,0.284,0.341,0.243,0.48,0.244,0.248,0.669,0.327,31.192,0.208,0.32396,0.32396
H1236TS171_3.pdb,0.284,0.341,0.243,0.48,0.244,0.248,0.669,0.327,31.192,0.208,0.32396,0.32396
H1236TS145_5.pdb,0.091,0.181,0.06,0.302,0.207,0.21,0.653,0.323,32.803,0.077,0.33047,0.33047
H1236TS171_5.pdb,0.091,0.181,0.06,0.302,0.207,0.21,0.653,0.323,32.803,0.077,0.33047,0.33047
H1236TS369_5.pdb,0.091,0.181,0.06,0.302,0.207,0.21,0.653,0.323,32.803,0.077,0.33047,0.33047
H1236TS059_5.pdb,0.318,0.393,0.267,0.52,0.26,0.265,0.65,0.322,31.435,0.218,0.34038,0.34038
H1236TS059_6.pdb,0.318,0.393,0.267,0.52,0.26,0.265,0.65,0.322,31.435,0.218,0.34038,0.34038
H1236TS139_6.pdb,0.318,0.393,0.267,0.52,0.26,0.265,0.65,0.322,31.435,0.218,0.34038,0.34038
H1236TS196_4.pdb,0.273,0.348,0.224,0.478,0.238,0.243,0.634,0.321,32.919,0.203,0.32757,0.32757
H1236TS196_2.pdb,0.297,0.383,0.243,0.427,0.252,0.257,0.603,0.321,32.684,0.214,0.34102,0.34102
H1236TS139_3.pdb,0.433,0.579,0.345,0.531,0.387,0.391,0.611,0.321,31.021,0.341,0.33203,0.33203
H1236TS261_5.pdb,0.209,0.193,0.228,0.383,0.178,0.178,0.632,0.315,31.823,0.135,0.26533,0.26533
H1236TS163_5.pdb,0.334,0.463,0.261,0.518,0.272,0.277,0.646,0.314,32.206,0.216,0.33863,0.33863
H1236TS015_5.pdb,0.195,0.19,0.201,0.351,0.217,0.217,0.555,0.311,33.589,0.126,0.27709,0.27709
H1236TS198_4.pdb,0.261,0.374,0.2,0.323,0.251,0.254,0.696,0.306,39.354,0.18,0.24314,0.24314
H1236TS191_2.pdb,0.231,0.235,0.226,0.447,0.224,0.229,0.517,0.305,32.716,0.21,0.31488,0.31488
H1236TS198_5.pdb,0.088,0.136,0.065,0.277,0.158,0.162,0.672,0.303,33.746,0.11,0.28007,0.28007
H1236TS163_3.pdb,0.346,0.525,0.258,0.58,0.292,0.298,0.651,0.302,42.583,0.216,0.2759,0.2759
H1236TS117_3.pdb,0.309,0.45,0.235,0.423,0.265,0.27,0.69,0.301,36.765,0.21,0.26383,0.26383
H1236TS164_5.pdb,0.344,0.535,0.253,0.55,0.287,0.292,0.651,0.301,41.354,0.212,0.29097,0.29096
H1236TS015_3.pdb,0.118,0.095,0.155,0.272,0.132,0.132,0.515,0.292,36.51,0.111,0.26671,0.26671
H1236TS465_3.pdb,0.357,0.604,0.254,0.425,0.281,0.283,0.713,0.291,44.807,0.145,0.24849,0.24849
H1236TS040_3.pdb,0.008,0.016,0.006,0.189,0.018,0.018,0.603,0.284,41.728,0.009,0.24774,0.24774
H1236TS198_2.pdb,0.251,0.363,0.192,0.369,0.249,0.254,0.702,0.283,35.562,0.189,0.27758,0.27758
H1236TS059_1.pdb,0.014,0.022,0.01,0.369,0.012,0.013,0.368,0.283,28.773,0.016,0.26525,0.26525
H1236TS040_2.pdb,0.008,0.015,0.006,0.186,0.018,0.018,0.601,0.282,41.255,0.01,0.24888,0.24888
H1236TS040_4.pdb,0.007,0.013,0.005,0.175,0.018,0.018,0.602,0.281,42.479,0.011,0.23914,0.23914
H1236TS465_5.pdb,0.384,0.689,0.267,0.398,0.299,0.299,0.743,0.28,44.405,0.153,0.25221,0.25221
H1236TS196_1.pdb,0.301,0.321,0.283,0.523,0.248,0.254,0.616,0.277,33.302,0.221,0.30116,0.30116
H1236TS163_1.pdb,0.331,0.48,0.253,0.533,0.282,0.288,0.648,0.277,40.209,0.212,0.28572,0.28572
H1236TS171_4.pdb,0.083,0.423,0.046,0.154,0.189,0.189,0.68,0.275,35.858,0.068,0.2713,0.2713
H1236TS221_4.pdb,0.353,0.571,0.255,0.521,0.302,0.306,0.597,0.275,33.907,0.221,0.28141,0.30921
H1236TS145_4.pdb,0.083,0.423,0.046,0.154,0.189,0.189,0.68,0.275,35.858,0.068,0.2713,0.2713
H1236TS369_4.pdb,0.083,0.423,0.046,0.154,0.189,0.189,0.68,0.275,35.858,0.068,0.2713,0.2713
H1236TS040_1.pdb,0.01,0.018,0.007,0.2,0.02,0.02,0.601,0.27,41.489,0.01,0.24609,0.24609
H1236TS164_4.pdb,0.329,0.566,0.232,0.488,0.29,0.296,0.647,0.27,44.682,0.206,0.26596,0.26596
H1236TS040_5.pdb,0.008,0.014,0.006,0.205,0.018,0.018,0.602,0.269,41.305,0.009,0.24448,0.24448
H1236TS198_3.pdb,0.317,0.519,0.228,0.511,0.276,0.283,0.718,0.268,35.533,0.202,0.28778,0.28778
H1236TS163_2.pdb,0.328,0.485,0.248,0.562,0.287,0.294,0.647,0.267,44.513,0.215,0.2646,0.2646
H1236TS221_2.pdb,0.391,0.619,0.286,0.504,0.334,0.337,0.709,0.261,35.618,0.223,0.29562,0.29562
H1236TS163_4.pdb,0.332,0.466,0.258,0.47,0.269,0.274,0.649,0.253,35.769,0.215,0.28734,0.28734
H1236TS059_4.pdb,0.003,0.005,0.002,0.321,0.005,0.007,0.593,0.248,39.497,0.026,0.21431,0.22276
H1236TS261_2.pdb,0.243,0.304,0.202,0.385,0.224,0.225,0.647,0.246,35.805,0.128,0.27968,0.27968
H1236TS145_3.pdb,0.294,0.664,0.189,0.329,0.27,0.271,0.705,0.241,45.785,0.119,0.23726,0.23726
H1236TS171_2.pdb,0.294,0.664,0.189,0.329,0.27,0.271,0.705,0.241,45.785,0.119,0.23726,0.23726
H1236TS369_3.pdb,0.294,0.664,0.189,0.329,0.27,0.271,0.705,0.241,45.785,0.119,0.23726,0.23726
H1236TS015_4.pdb,0.034,0.024,0.058,0.386,0.065,0.065,0.515,0.199,43.826,0.052,0.21925,0.21925
