model_name,ics,ics_precision,ics_recall,ips,qs_global,qs_best,lddt,tmscore_mmalign,rmsd,dockq_wave,tmscore_usalign,tmscore_usalign_aligned
T1298TS015_4o.pdb,0.833,0.794,0.876,0.825,0.938,0.938,0.849,0.633,3.196,0.643,0.90141,0.90136
T1298TS204_5o.pdb,0.853,0.809,0.903,0.835,0.934,0.934,0.831,0.633,9.294,0.458,0.66283,0.6618
T1298TS031_3o.pdb,0.858,0.841,0.876,0.891,0.94,0.94,0.825,0.633,11.333,0.416,0.65154,0.65086
T1298TS494_4o.pdb,0.828,0.78,0.883,0.848,0.936,0.936,0.805,0.633,7.741,0.403,0.68904,0.68845
T1298TS040_3o.pdb,0.803,0.746,0.869,0.829,0.902,0.902,0.772,0.633,3.823,0.612,0.86099,0.8615
T1298TS040_2o.pdb,0.803,0.746,0.869,0.829,0.902,0.902,0.772,0.633,3.823,0.612,0.86099,0.8615
T1298TS287_4o.pdb,0.867,0.817,0.924,0.849,0.937,0.937,0.849,0.633,3.086,0.683,0.90307,0.90278
T1298TS294_3o.pdb,0.848,0.815,0.883,0.846,0.939,0.939,0.826,0.633,7.793,0.49,0.69301,0.6925
T1298TS218_5o.pdb,0.872,0.831,0.917,0.841,0.94,0.94,0.838,0.632,9.917,0.446,0.65883,0.6582
T1298TS274_5o.pdb,0.813,0.787,0.841,0.802,0.933,0.933,0.802,0.632,7.161,0.386,0.69492,0.69436
T1298TS494_5o.pdb,0.813,0.787,0.841,0.802,0.933,0.933,0.802,0.632,7.161,0.386,0.69492,0.69436
T1298TS241_3o.pdb,0.863,0.82,0.91,0.856,0.936,0.936,0.846,0.631,3.421,0.663,0.88587,0.88609
T1298TS085_2o.pdb,0.866,0.821,0.917,0.862,0.936,0.936,0.845,0.63,2.925,0.685,0.91172,0.91207
T1298TS272_4o.pdb,0.875,0.836,0.917,0.863,0.941,0.941,0.839,0.63,10.121,0.449,0.64994,0.64925
T1298TS294_4o.pdb,0.844,0.814,0.876,0.846,0.941,0.941,0.828,0.63,8.685,0.408,0.67113,0.67056
T1298TS085_3o.pdb,0.876,0.832,0.924,0.87,0.935,0.935,0.845,0.63,2.793,0.698,0.91871,0.91906
T1298TS085_5o.pdb,0.876,0.832,0.924,0.87,0.935,0.935,0.845,0.63,2.792,0.698,0.91874,0.91908
T1298TS040_5o.pdb,0.83,0.763,0.91,0.845,0.907,0.907,0.773,0.63,3.852,0.626,0.85933,0.85981
T1298TS040_4o.pdb,0.83,0.763,0.91,0.845,0.907,0.907,0.773,0.63,3.852,0.626,0.85933,0.85981
T1298TS267_5o.pdb,0.854,0.822,0.89,0.862,0.941,0.941,0.839,0.629,3.184,0.69,0.90058,0.90063
T1298TS419_5o.pdb,0.818,0.83,0.807,0.789,0.921,0.921,0.811,0.628,3.143,0.617,0.90196,0.90209
T1298TS274_1o.pdb,0.854,0.805,0.91,0.829,0.935,0.935,0.825,0.628,3.209,0.661,0.89766,0.89732
T1298TS456_5o.pdb,0.855,0.801,0.917,0.865,0.936,0.936,0.848,0.628,2.959,0.687,0.91066,0.9109
T1298TS148_5o.pdb,0.858,0.823,0.897,0.833,0.94,0.94,0.847,0.628,3.359,0.65,0.88676,0.88699
T1298TS022_1o.pdb,0.855,0.801,0.917,0.865,0.936,0.936,0.848,0.628,2.959,0.687,0.91066,0.9109
T1298TS052_1o.pdb,0.855,0.801,0.917,0.865,0.936,0.936,0.848,0.628,2.959,0.687,0.91066,0.9109
T1298TS494_1o.pdb,0.854,0.805,0.91,0.829,0.935,0.935,0.825,0.628,3.209,0.661,0.89766,0.89732
T1298TS085_4o.pdb,0.866,0.821,0.917,0.848,0.935,0.935,0.845,0.627,2.91,0.687,0.91258,0.91293
T1298TS085_1o.pdb,0.854,0.805,0.91,0.843,0.937,0.937,0.845,0.627,2.949,0.682,0.91068,0.91102
T1298TS304_2o.pdb,0.85,0.821,0.883,0.846,0.932,0.932,0.847,0.627,2.978,0.668,0.90931,0.90905
T1298TS208_3o.pdb,0.865,0.812,0.924,0.836,0.936,0.936,0.849,0.627,3.179,0.67,0.90041,0.90052
T1298TS139_4o.pdb,0.458,0.442,0.476,0.468,0.483,0.483,0.725,0.626,20.085,0.191,0.64644,0.64545
T1298TS304_3o.pdb,0.864,0.816,0.917,0.835,0.935,0.935,0.847,0.626,2.873,0.686,0.91452,0.9143
T1298TS051_5o.pdb,0.861,0.811,0.917,0.82,0.936,0.936,0.845,0.626,3.833,0.629,0.86752,0.86755
T1298TS345_1o.pdb,0.844,0.832,0.855,0.874,0.94,0.94,0.821,0.625,11.57,0.409,0.64116,0.64043
T1298TS465_1o.pdb,0.849,0.825,0.876,0.876,0.943,0.943,0.827,0.625,11.157,0.42,0.63944,0.63869
T1298TS393_1o.pdb,0.866,0.821,0.917,0.849,0.941,0.941,0.846,0.625,3.488,0.658,0.88166,0.88188
T1298TS148_1o.pdb,0.866,0.821,0.917,0.849,0.941,0.941,0.846,0.625,3.488,0.658,0.88166,0.88188
T1298TS051_2o.pdb,0.844,0.832,0.855,0.874,0.94,0.94,0.821,0.625,11.57,0.409,0.64116,0.64043
T1298TS148_3o.pdb,0.862,0.824,0.903,0.828,0.94,0.94,0.849,0.625,3.4,0.655,0.88601,0.8862
T1298TS312_1o.pdb,0.866,0.821,0.917,0.849,0.941,0.941,0.846,0.625,3.488,0.658,0.88166,0.88188
T1298TS264_1o.pdb,0.866,0.821,0.917,0.849,0.941,0.941,0.846,0.625,3.488,0.658,0.88166,0.88188
T1298TS028_2o.pdb,0.831,0.815,0.848,0.868,0.942,0.942,0.825,0.625,11.379,0.408,0.64133,0.64063
T1298TS319_2o.pdb,0.84,0.813,0.869,0.876,0.942,0.942,0.825,0.624,11.224,0.416,0.64004,0.6393
T1298TS393_3o.pdb,0.869,0.826,0.917,0.833,0.939,0.939,0.847,0.624,3.374,0.671,0.88734,0.88757
T1298TS312_3o.pdb,0.869,0.826,0.917,0.833,0.939,0.939,0.847,0.624,3.374,0.671,0.88734,0.88757
T1298TS331_4o.pdb,0.846,0.824,0.869,0.875,0.942,0.942,0.824,0.624,11.326,0.416,0.63968,0.63895
T1298TS272_5o.pdb,0.862,0.824,0.903,0.849,0.94,0.94,0.85,0.624,3.344,0.66,0.88937,0.88959
T1298TS014_1o.pdb,0.487,0.455,0.524,0.484,0.496,0.496,0.733,0.624,20.118,0.205,0.64202,0.64133
T1298TS241_4o.pdb,0.873,0.845,0.903,0.871,0.943,0.943,0.849,0.624,3.087,0.678,0.90416,0.90442
T1298TS264_3o.pdb,0.869,0.826,0.917,0.833,0.939,0.939,0.847,0.624,3.374,0.671,0.88734,0.88757
T1298TS264_5o.pdb,0.849,0.811,0.89,0.814,0.936,0.936,0.846,0.623,3.281,0.661,0.89232,0.89263
T1298TS393_5o.pdb,0.849,0.811,0.89,0.814,0.936,0.936,0.846,0.623,3.281,0.661,0.89232,0.89263
T1298TS312_5o.pdb,0.849,0.811,0.89,0.814,0.936,0.936,0.846,0.623,3.281,0.661,0.89232,0.89263
T1298TS218_1o.pdb,0.865,0.812,0.924,0.836,0.934,0.934,0.848,0.622,3.106,0.676,0.90264,0.90282
T1298TS091_5o.pdb,0.855,0.818,0.897,0.82,0.939,0.939,0.851,0.622,3.143,0.67,0.90179,0.90201
T1298TS388_2o.pdb,0.495,0.481,0.51,0.513,0.484,0.484,0.77,0.622,19.26,0.205,0.6432,0.64253
T1298TS274_3o.pdb,0.836,0.783,0.897,0.82,0.937,0.937,0.822,0.622,3.45,0.655,0.88439,0.88407
T1298TS167_5o.pdb,0.855,0.801,0.917,0.815,0.936,0.936,0.848,0.622,3.184,0.666,0.89755,0.89778
T1298TS450_5o.pdb,0.855,0.801,0.917,0.815,0.936,0.936,0.848,0.622,3.184,0.666,0.89755,0.89778
T1298TS241_2o.pdb,0.868,0.834,0.903,0.84,0.937,0.937,0.848,0.622,3.42,0.655,0.88566,0.88585
T1298TS494_3o.pdb,0.836,0.783,0.897,0.82,0.937,0.937,0.822,0.622,3.45,0.655,0.88439,0.88407
T1298TS148_2o.pdb,0.866,0.821,0.917,0.843,0.941,0.941,0.85,0.622,3.362,0.66,0.88894,0.88911
T1298TS312_4o.pdb,0.863,0.82,0.91,0.827,0.936,0.936,0.846,0.621,3.571,0.646,0.87636,0.87653
T1298TS147_4o.pdb,0.815,0.783,0.848,0.86,0.915,0.915,0.805,0.621,9.986,0.413,0.63756,0.63664
T1298TS462_4o.pdb,0.815,0.783,0.848,0.86,0.915,0.915,0.805,0.621,9.986,0.413,0.63756,0.63664
T1298TS264_2o.pdb,0.863,0.82,0.91,0.827,0.936,0.936,0.846,0.621,3.571,0.646,0.87636,0.87653
T1298TS393_4o.pdb,0.863,0.82,0.91,0.827,0.936,0.936,0.846,0.621,3.571,0.646,0.87636,0.87653
T1298TS208_2o.pdb,0.861,0.811,0.917,0.827,0.939,0.939,0.848,0.621,3.119,0.675,0.90148,0.90172
T1298TS304_1o.pdb,0.868,0.83,0.91,0.84,0.938,0.938,0.846,0.621,3.672,0.636,0.87274,0.87234
T1298TS241_5o.pdb,0.868,0.83,0.91,0.84,0.938,0.938,0.846,0.621,3.672,0.636,0.87274,0.87234
T1298TS345_2o.pdb,0.827,0.813,0.841,0.876,0.942,0.942,0.824,0.621,11.395,0.407,0.63792,0.63718
T1298TS028_5o.pdb,0.815,0.783,0.848,0.86,0.915,0.915,0.805,0.621,9.986,0.413,0.63756,0.63664
T1298TS110_5o.pdb,0.815,0.783,0.848,0.86,0.915,0.915,0.805,0.621,9.986,0.413,0.63756,0.63664
T1298TS319_1o.pdb,0.882,0.843,0.924,0.863,0.942,0.942,0.848,0.62,3.288,0.672,0.89366,0.89385
T1298TS345_5o.pdb,0.863,0.82,0.91,0.843,0.936,0.936,0.846,0.62,3.582,0.647,0.87536,0.87499
T1298TS425_5o.pdb,0.882,0.843,0.924,0.863,0.942,0.942,0.848,0.62,3.288,0.672,0.89366,0.89385
T1298TS272_1o.pdb,0.869,0.826,0.917,0.849,0.937,0.937,0.847,0.62,3.172,0.671,0.89793,0.89816
T1298TS331_5o.pdb,0.882,0.843,0.924,0.863,0.942,0.942,0.848,0.62,3.288,0.672,0.89366,0.89385
T1298TS051_1o.pdb,0.863,0.82,0.91,0.843,0.936,0.936,0.846,0.62,3.582,0.647,0.87536,0.87499
T1298TS312_2o.pdb,0.866,0.825,0.91,0.84,0.94,0.94,0.847,0.619,3.451,0.655,0.88348,0.88345
T1298TS264_4o.pdb,0.866,0.825,0.91,0.84,0.94,0.94,0.847,0.619,3.451,0.655,0.88348,0.88345
T1298TS393_2o.pdb,0.866,0.825,0.91,0.84,0.94,0.94,0.847,0.619,3.451,0.655,0.88348,0.88345
T1298TS264_6o.pdb,0.882,0.839,0.931,0.856,0.941,0.941,0.846,0.618,3.465,0.669,0.88486,0.88507
T1298TS393_6o.pdb,0.882,0.839,0.931,0.856,0.941,0.941,0.846,0.618,3.465,0.669,0.88486,0.88507
T1298TS148_4o.pdb,0.865,0.812,0.924,0.843,0.938,0.938,0.845,0.616,3.608,0.652,0.87577,0.87588
T1298TS262_5o.pdb,0.867,0.817,0.924,0.836,0.934,0.934,0.84,0.615,3.531,0.648,0.88019,0.8799
T1298TS139_2o.pdb,0.484,0.455,0.517,0.497,0.485,0.485,0.731,0.606,19.294,0.207,0.62536,0.62447
T1298TS286_4o.pdb,0.791,0.827,0.759,0.832,0.912,0.912,0.746,0.604,11.842,0.355,0.61675,0.61621
T1298TS322_1o.pdb,0.664,0.681,0.648,0.779,0.86,0.86,0.761,0.572,10.925,0.318,0.55789,0.55688
T1298TS465_5o.pdb,0.701,0.706,0.697,0.792,0.827,0.827,0.783,0.541,12.444,0.302,0.55063,0.54965
T1298TS450_2o.pdb,0.5,0.484,0.517,0.603,0.574,0.574,0.643,0.507,17.498,0.201,0.47731,0.4766
T1298TS167_2o.pdb,0.5,0.484,0.517,0.603,0.574,0.574,0.643,0.507,17.498,0.201,0.47731,0.4766
T1298TS114_4o.pdb,0.62,0.633,0.607,0.708,0.608,0.608,0.728,0.506,12.526,0.272,0.51071,0.51082
T1298TS337_5o.pdb,0.613,0.62,0.607,0.679,0.602,0.602,0.728,0.506,12.454,0.272,0.51047,0.51056
T1298TS114_3o.pdb,0.618,0.629,0.607,0.702,0.611,0.611,0.727,0.506,12.44,0.272,0.51019,0.51025
T1298TS114_5o.pdb,0.613,0.62,0.607,0.679,0.602,0.602,0.728,0.506,12.454,0.272,0.51047,0.51056
T1298TS114_2o.pdb,0.611,0.621,0.6,0.708,0.609,0.609,0.727,0.504,12.497,0.27,0.50939,0.50949
T1298TS337_3o.pdb,0.622,0.638,0.607,0.708,0.606,0.606,0.728,0.503,12.583,0.271,0.50944,0.50955
T1298TS337_2o.pdb,0.615,0.624,0.607,0.679,0.605,0.605,0.728,0.501,12.735,0.27,0.50706,0.5071
T1298TS322_4o.pdb,0.35,0.307,0.407,0.567,0.413,0.413,0.662,0.497,17.893,0.16,0.47494,0.47574
T1298TS337_4o.pdb,0.62,0.633,0.607,0.684,0.603,0.603,0.727,0.496,12.963,0.268,0.50359,0.50363
T1298TS337_1o.pdb,0.618,0.629,0.607,0.679,0.6,0.6,0.728,0.495,12.866,0.269,0.50319,0.50324
T1298TS114_1o.pdb,0.622,0.609,0.634,0.722,0.634,0.634,0.691,0.492,14.073,0.269,0.48129,0.48129
T1298TS450_1o.pdb,0.267,0.403,0.2,0.455,0.404,0.404,0.644,0.427,21.996,0.082,0.40993,0.41074
T1298TS450_4o.pdb,0.318,0.231,0.51,0.287,0.319,0.321,0.593,0.427,31.838,0.185,0.34769,0.34854
T1298TS167_1o.pdb,0.267,0.403,0.2,0.455,0.404,0.404,0.644,0.427,21.996,0.082,0.40993,0.41074
T1298TS167_4o.pdb,0.318,0.231,0.51,0.287,0.319,0.321,0.593,0.427,31.838,0.185,0.34769,0.34854
T1298TS300_2o.pdb,0.653,0.774,0.566,0.528,0.644,0.662,0.672,0.402,24.96,0.201,0.42358,0.42444
T1298TS167_3o.pdb,0.404,0.603,0.303,0.415,0.512,0.512,0.648,0.402,25.462,0.114,0.39622,0.39574
T1298TS450_3o.pdb,0.404,0.603,0.303,0.415,0.512,0.512,0.648,0.402,25.462,0.114,0.39622,0.39574
T1298TS300_3o.pdb,0.651,0.755,0.572,0.523,0.641,0.649,0.671,0.402,25.032,0.204,0.4257,0.42658
T1298TS300_1o.pdb,0.651,0.766,0.566,0.531,0.646,0.66,0.671,0.401,25.243,0.201,0.42578,0.42669
T1298TS300_4o.pdb,0.656,0.769,0.572,0.531,0.637,0.652,0.673,0.4,25.036,0.204,0.42856,0.42947
T1298TS300_5o.pdb,0.659,0.776,0.572,0.528,0.637,0.648,0.672,0.398,25.068,0.204,0.42862,0.42952
