model_name,ics,ics_precision,ics_recall,ips,qs_global,qs_best,lddt,tmscore_mmalign,rmsd,dockq_wave,tmscore_usalign,tmscore_usalign_aligned
T1294v1TS287_4o.pdb,0.832,0.858,0.807,0.87,0.938,0.938,0.902,0.985,0.989,0.854,0.98516,0.98514
T1294v1TS393_5o.pdb,0.828,0.857,0.8,0.852,0.941,0.941,0.903,0.985,1.007,0.84,0.98478,0.98474
T1294v1TS287_3o.pdb,0.835,0.847,0.822,0.87,0.939,0.939,0.904,0.984,1.028,0.858,0.98426,0.98425
T1294v1TS221_2o.pdb,0.815,0.831,0.8,0.838,0.945,0.945,0.893,0.984,1.016,0.835,0.98404,0.98405
T1294v1TS419_3o.pdb,0.831,0.864,0.8,0.852,0.937,0.937,0.882,0.984,1.016,0.834,0.98413,0.98411
T1294v1TS345_3o.pdb,0.835,0.847,0.822,0.845,0.939,0.939,0.905,0.984,1.035,0.845,0.98384,0.98391
T1294v1TS261_1o.pdb,0.817,0.861,0.778,0.821,0.921,0.921,0.852,0.984,0.962,0.803,0.98357,0.98359
T1294v1TS091_4o.pdb,0.787,0.781,0.793,0.851,0.887,0.887,0.88,0.984,1.07,0.784,0.98212,0.98219
T1294v1TS051_2o.pdb,0.835,0.847,0.822,0.845,0.939,0.939,0.905,0.984,1.035,0.845,0.98384,0.98391
T1294v1TS221_4o.pdb,0.818,0.837,0.8,0.845,0.942,0.942,0.891,0.984,1.026,0.833,0.98382,0.98383
T1294v1TS261_4o.pdb,0.829,0.852,0.807,0.858,0.928,0.928,0.852,0.984,0.947,0.819,0.98399,0.9841
T1294v1TS221_3o.pdb,0.815,0.831,0.8,0.838,0.945,0.945,0.894,0.984,1.02,0.834,0.98407,0.98408
T1294v1TS221_1o.pdb,0.815,0.831,0.8,0.838,0.945,0.945,0.893,0.984,1.007,0.836,0.98443,0.98444
T1294v1TS419_2o.pdb,0.823,0.838,0.807,0.853,0.939,0.939,0.886,0.984,1.016,0.834,0.98429,0.98429
T1294v1TS262_2o.pdb,0.852,0.812,0.896,0.885,0.941,0.941,0.878,0.983,1.043,0.875,0.98346,0.98404
T1294v1TS419_1o.pdb,0.821,0.844,0.8,0.835,0.938,0.938,0.881,0.983,1.036,0.833,0.98344,0.98346
T1294v1TS091_5o.pdb,0.779,0.729,0.837,0.876,0.864,0.864,0.877,0.982,1.025,0.807,0.98249,0.98254
T1294v1TS388_2o.pdb,0.81,0.872,0.756,0.817,0.926,0.926,0.893,0.982,1.023,0.814,0.98237,0.98239
T1294v1TS322_3o.pdb,0.768,0.789,0.748,0.816,0.835,0.835,0.87,0.981,1.119,0.774,0.98076,0.98096
T1294v1TS198_5o.pdb,0.762,0.689,0.852,0.782,0.872,0.872,0.878,0.981,1.093,0.8,0.98145,0.98157
T1294v1TS337_5o.pdb,0.795,0.831,0.763,0.805,0.877,0.877,0.864,0.981,1.109,0.79,0.98024,0.98021
T1294v1TS114_2o.pdb,0.812,0.86,0.77,0.812,0.88,0.88,0.865,0.981,1.117,0.793,0.98002,0.98
T1294v1TS337_3o.pdb,0.791,0.829,0.756,0.788,0.878,0.878,0.865,0.981,1.107,0.788,0.98032,0.98029
T1294v1TS114_1o.pdb,0.805,0.851,0.763,0.812,0.88,0.88,0.864,0.981,1.117,0.79,0.98002,0.97999
T1294v1TS337_2o.pdb,0.809,0.852,0.77,0.812,0.879,0.879,0.866,0.981,1.107,0.794,0.98039,0.98037
T1294v1TS300_4o.pdb,0.8,0.815,0.785,0.823,0.864,0.864,0.86,0.98,1.135,0.792,0.97967,0.97964
T1294v1TS091_3o.pdb,0.721,0.715,0.726,0.847,0.836,0.836,0.87,0.98,1.141,0.749,0.98001,0.98004
T1294v1TS300_1o.pdb,0.805,0.833,0.778,0.821,0.879,0.879,0.864,0.98,1.125,0.794,0.9797,0.97967
T1294v1TS114_4o.pdb,0.814,0.854,0.778,0.821,0.88,0.88,0.864,0.98,1.125,0.794,0.97973,0.9797
T1294v1TS300_5o.pdb,0.814,0.854,0.778,0.829,0.88,0.88,0.865,0.98,1.124,0.794,0.97976,0.97973
T1294v1TS337_1o.pdb,0.808,0.84,0.778,0.83,0.877,0.877,0.866,0.98,1.105,0.796,0.98048,0.98045
T1294v1TS139_2o.pdb,0.755,0.825,0.696,0.766,0.911,0.911,0.855,0.98,1.125,0.763,0.97966,0.97972
T1294v1TS337_4o.pdb,0.803,0.839,0.77,0.821,0.877,0.877,0.865,0.98,1.11,0.793,0.98034,0.98031
T1294v1TS300_2o.pdb,0.811,0.847,0.778,0.821,0.878,0.878,0.864,0.98,1.128,0.794,0.97961,0.97959
T1294v1TS114_5o.pdb,0.809,0.852,0.77,0.821,0.879,0.879,0.865,0.98,1.117,0.793,0.98,0.97998
T1294v1TS300_3o.pdb,0.814,0.854,0.778,0.821,0.88,0.88,0.864,0.98,1.125,0.794,0.97973,0.9797
T1294v1TS114_3o.pdb,0.812,0.86,0.77,0.812,0.879,0.879,0.865,0.98,1.12,0.792,0.97992,0.9799
T1294v1TS322_4o.pdb,0.733,0.725,0.741,0.784,0.841,0.841,0.85,0.979,1.144,0.771,0.97947,0.97941
T1294v1TS425_5o.pdb,0.737,0.748,0.726,0.805,0.846,0.846,0.865,0.978,1.183,0.764,0.97757,0.97754
T1294v1TS051_4o.pdb,0.737,0.748,0.726,0.805,0.846,0.846,0.865,0.978,1.183,0.764,0.97757,0.97754
T1294v1TS319_4o.pdb,0.737,0.748,0.726,0.805,0.846,0.846,0.865,0.978,1.183,0.764,0.97757,0.97754
T1294v1TS456_3o.pdb,0.749,0.683,0.83,0.802,0.802,0.802,0.874,0.977,1.26,0.783,0.97732,0.9773
T1294v1TS052_3o.pdb,0.749,0.683,0.83,0.802,0.802,0.802,0.874,0.977,1.26,0.783,0.97732,0.9773
T1294v1TS051_5o.pdb,0.741,0.686,0.807,0.81,0.823,0.823,0.868,0.977,1.272,0.764,0.97648,0.97661
T1294v1TS022_3o.pdb,0.749,0.683,0.83,0.802,0.802,0.802,0.874,0.977,1.26,0.783,0.97732,0.9773
T1294v1TS139_5o.pdb,0.788,0.823,0.756,0.811,0.917,0.917,0.852,0.976,1.23,0.776,0.97586,0.97581
T1294v1TS425_2o.pdb,0.753,0.685,0.837,0.789,0.833,0.833,0.871,0.976,1.266,0.774,0.97643,0.9765
T1294v1TS345_5o.pdb,0.753,0.685,0.837,0.789,0.833,0.833,0.871,0.976,1.266,0.774,0.97643,0.9765
T1294v1TS345_4o.pdb,0.703,0.696,0.711,0.75,0.838,0.838,0.847,0.976,1.224,0.74,0.97569,0.97563
T1294v1TS319_5o.pdb,0.705,0.656,0.763,0.817,0.766,0.766,0.868,0.976,1.333,0.74,0.97516,0.97528
T1294v1TS322_2o.pdb,0.727,0.714,0.741,0.847,0.842,0.842,0.869,0.976,1.266,0.751,0.97575,0.97572
T1294v1TS331_4o.pdb,0.703,0.696,0.711,0.75,0.838,0.838,0.847,0.976,1.224,0.74,0.97569,0.97563
T1294v1TS331_5o.pdb,0.753,0.685,0.837,0.789,0.833,0.833,0.871,0.976,1.266,0.774,0.97643,0.9765
T1294v1TS272_5o.pdb,0.746,0.871,0.652,0.706,0.901,0.901,0.811,0.975,1.252,0.735,0.97456,0.97586
T1294v1TS015_1o.pdb,0.723,0.752,0.696,0.838,0.856,0.856,0.842,0.97,1.553,0.695,0.96962,0.96969
T1294v1TS322_5o.pdb,0.703,0.734,0.674,0.746,0.772,0.772,0.812,0.97,2.094,0.62,0.96043,0.96038
T1294v1TS272_2o.pdb,0.761,0.808,0.719,0.781,0.869,0.869,0.78,0.968,1.429,0.741,0.96738,0.96857
T1294v1TS272_1o.pdb,0.749,0.843,0.674,0.732,0.853,0.853,0.758,0.964,1.511,0.711,0.96338,0.96394
T1294v1TS272_3o.pdb,0.76,0.86,0.681,0.718,0.869,0.869,0.795,0.963,1.516,0.695,0.96335,0.96341
T1294v1TS388_1o.pdb,0.702,0.77,0.644,0.718,0.76,0.76,0.794,0.959,2.267,0.592,0.95044,0.95033
T1294v1TS059_1o.pdb,0.648,0.714,0.593,0.736,0.75,0.75,0.78,0.956,2.351,0.569,0.94693,0.94706
T1294v1TS059_4o.pdb,0.65,0.721,0.593,0.727,0.75,0.75,0.78,0.956,2.354,0.569,0.94681,0.94686
T1294v1TS388_4o.pdb,0.714,0.811,0.637,0.717,0.76,0.76,0.784,0.954,2.422,0.582,0.94353,0.94339
T1294v1TS167_2o.pdb,0.656,0.745,0.585,0.733,0.785,0.785,0.732,0.952,2.487,0.574,0.93983,0.94111
T1294v1TS139_1o.pdb,0.656,0.723,0.6,0.752,0.738,0.738,0.762,0.952,2.418,0.566,0.94246,0.94242
T1294v1TS272_4o.pdb,0.762,0.853,0.689,0.764,0.867,0.867,0.794,0.95,1.768,0.669,0.9503,0.95145
T1294v1TS139_3o.pdb,0.699,0.775,0.637,0.757,0.75,0.75,0.757,0.949,2.517,0.579,0.93798,0.93802
T1294v1TS139_4o.pdb,0.688,0.759,0.63,0.761,0.736,0.736,0.754,0.949,2.429,0.577,0.94036,0.94032
T1294v1TS167_4o.pdb,0.625,0.669,0.585,0.67,0.732,0.732,0.714,0.948,2.438,0.567,0.93753,0.93808
T1294v1TS262_5o.pdb,0.605,0.531,0.704,0.725,0.665,0.666,0.803,0.935,3.479,0.539,0.93604,0.93654
T1294v1TS262_4o.pdb,0.636,0.542,0.77,0.744,0.667,0.669,0.806,0.933,3.497,0.563,0.93359,0.93392
T1294v1TS167_1o.pdb,0.43,0.409,0.452,0.578,0.477,0.477,0.643,0.866,7.153,0.281,0.86056,0.86067
T1294v1TS167_3o.pdb,0.438,0.474,0.407,0.537,0.506,0.506,0.639,0.851,7.919,0.27,0.84626,0.8471
T1294v1TS015_5o.pdb,0.313,0.316,0.311,0.477,0.419,0.42,0.759,0.771,4.481,0.249,0.7566,0.75616
T1294v1TS059_2o.pdb,0.248,0.27,0.23,0.571,0.446,0.446,0.768,0.733,5.067,0.22,0.71693,0.71652
T1294v1TS015_4o.pdb,0.158,0.121,0.23,0.4,0.21,0.21,0.709,0.63,8.244,0.153,0.61219,0.61099
T1294v1TS015_3o.pdb,0.0,0.0,0.0,0.016,0.0,0.0,0.744,0.501,22.973,0.008,0.50259,0.50139
T1294v1TS015_2o.pdb,0.024,0.02,0.03,0.22,0.068,0.068,0.638,0.469,14.262,0.031,0.47478,0.47424
